date,competition,journee,equipe_dom,equipe_ext,buts_dom,buts_ext
2012-11-09,national,14,Luzenac Ariège Pyrénées,SR Colmar,1,1
2012-11-09,national,14,US Créteil-Lusitanos,USJA Carquefou,2,1
2012-11-09,national,14,Le Poiré-sur-Vie VF,US Orléans,2,0
2012-11-09,national,14,SAS Épinal,Étoile FC,0,2
2012-11-09,ligue-2,14,FC Istres,Le Mans FC,1,0
2012-11-09,ligue-2,14,FC Nantes,LB Châteauroux,1,1
2012-11-09,ligue-2,14,AC Arles-Avignon,Stade Lavallois,0,3
2012-11-09,ligue-2,14,Havre AC,Clermont Foot 63,1,3
2012-11-09,ligue-2,14,Gazélec FC Ajaccio,CS Sedan,1,1
2012-11-09,ligue-2,14,Dijon FCO,Nîmes Olympique,2,1
2012-11-09,ligue-2,14,Angers SCO,Chamois Niortais,0,0
2012-11-09,ligue-1,12,AS Nancy Lorraine,Stade Rennais,1,3
2012-11-09,ligue-2,14,EA Guingamp,Tours FC,0,0
2012-11-10,national,14,ES Uzès Pont du Gard,Amiens SC,1,1
2012-11-10,national,14,FC Metz,Red Star FC,1,1
2012-11-10,national,14,US Quevilly-Rouen,FC Bourg-Péronnas,0,1
2012-11-10,ligue-2,14,AS Monaco,AJ Auxerre,2,0
2012-11-10,ligue-1,12,Stade de Reims,Évian Thonon Gaillard,1,2
2012-11-10,ligue-1,12,Toulouse FC,AC Ajaccio,2,4
2012-11-10,ligue-1,12,SC Bastia,Valenciennes FC,2,3
2012-11-10,ligue-1,12,AS Saint-Étienne,ESTAC Troyes,2,0
2012-11-10,ligue-1,12,Lille OSC,Stade Brestois 29,1,0
2012-11-11,ligue-1,12,Olympique Marseille,OGC Nice,2,2
2012-11-11,ligue-1,12,FC Lorient,Girondins Bordeaux,0,4
2012-11-11,ligue-1,12,FC Sochaux,Olympique Lyonnais,1,1
2012-11-11,ligue-1,12,Montpellier HSC,Paris Saint-Germain,1,1
2012-11-12,ligue-2,14,RC Lens,SM Caen,0,0
2012-11-14,ligue-2,12,Gazélec FC Ajaccio,Chamois Niortais,2,2
2012-11-16,ligue-1,13,FC Lorient,Lille OSC,2,0
2012-11-17,ligue-1,13,Valenciennes FC,Montpellier HSC,1,1
2012-11-17,ligue-1,13,Stade Brestois 29,SC Bastia,3,0
2012-11-17,ligue-1,13,Évian Thonon Gaillard,AS Saint-Étienne,2,2
2012-11-17,ligue-1,13,ESTAC Troyes,AS Nancy Lorraine,3,3
2012-11-17,ligue-1,13,AC Ajaccio,FC Sochaux,0,1
2012-11-17,ligue-1,13,Paris Saint-Germain,Stade Rennais,1,2
2012-11-18,ligue-1,13,Olympique Lyonnais,Stade de Reims,3,0
2012-11-18,ligue-1,13,OGC Nice,Toulouse FC,1,0
2012-11-18,ligue-1,13,Girondins Bordeaux,Olympique Marseille,1,0
2012-11-23,national,15,US Orléans,AS Cherbourg,2,1
2012-11-23,national,15,Paris FC,Vannes OC,2,2
2012-11-23,national,15,FC Rouen 1899,FC Metz,1,0
2012-11-23,national,15,Red Star FC,Luzenac Ariège Pyrénées,1,0
2012-11-23,national,15,SR Colmar,US Quevilly-Rouen,2,1
2012-11-23,national,15,Amiens SC,SAS Épinal,3,1
2012-11-23,national,15,FC Bourg-Péronnas,US Créteil-Lusitanos,1,1
2012-11-23,ligue-2,15,Tours FC,Gazélec FC Ajaccio,2,1
2012-11-23,national,15,CA Bastia,US Boulogne,1,0
2012-11-23,ligue-2,15,Nîmes Olympique,RC Lens,1,2
2012-11-23,ligue-2,15,Le Mans FC,EA Guingamp,0,2
2012-11-23,ligue-2,15,Stade Lavallois,Dijon FCO,3,0
2012-11-23,ligue-2,15,FC Istres,AC Arles-Avignon,0,1
2012-11-23,ligue-2,15,SM Caen,Angers SCO,1,0
2012-11-23,ligue-2,15,Chamois Niortais,LB Châteauroux,2,2
2012-11-23,ligue-1,14,AS Saint-Étienne,Valenciennes FC,1,0
2012-11-23,ligue-2,15,CS Sedan,Havre AC,1,2
2012-11-24,ligue-2,15,AJ Auxerre,FC Nantes,0,2
2012-11-24,national,15,Étoile FC,Le Poiré-sur-Vie VF,1,0
2012-11-24,national,15,USJA Carquefou,ES Uzès Pont du Gard,2,1
2012-11-24,ligue-1,14,Stade Rennais,Évian Thonon Gaillard,0,1
2012-11-24,ligue-1,14,Stade de Reims,Stade Brestois 29,0,0
2012-11-24,ligue-1,14,SC Bastia,FC Lorient,2,1
2012-11-24,ligue-1,14,FC Sochaux,OGC Nice,0,1
2012-11-24,ligue-1,14,AS Nancy Lorraine,AC Ajaccio,1,1
2012-11-24,ligue-1,14,Paris Saint-Germain,ESTAC Troyes,4,0
2012-11-25,ligue-1,14,Montpellier HSC,Girondins Bordeaux,1,0
2012-11-25,ligue-1,14,Toulouse FC,Olympique Lyonnais,3,0
2012-11-25,ligue-1,14,Olympique Marseille,Lille OSC,1,0
2012-11-26,ligue-2,15,Clermont Foot 63,AS Monaco,0,1
2012-11-28,ligue-1,10,Olympique Marseille,Olympique Lyonnais,1,4
2012-11-30,national,16,US Quevilly-Rouen,Red Star FC,1,1
2012-11-30,national,16,US Créteil-Lusitanos,SR Colmar,0,3
2012-11-30,national,16,Luzenac Ariège Pyrénées,FC Rouen 1899,3,1
2012-11-30,national,16,SAS Épinal,USJA Carquefou,0,2
2012-11-30,national,16,US Boulogne,US Orléans,1,2
2012-11-30,national,16,FC Metz,Paris FC,3,0
2012-11-30,national,16,Vannes OC,CA Bastia,1,0
2012-11-30,ligue-2,16,AC Arles-Avignon,Le Mans FC,0,0
2012-11-30,ligue-2,16,AS Monaco,CS Sedan,3,1
2012-11-30,ligue-2,16,FC Nantes,Chamois Niortais,0,0
2012-11-30,ligue-2,16,RC Lens,Stade Lavallois,1,0
2012-11-30,ligue-2,16,Havre AC,Tours FC,3,0
2012-11-30,ligue-2,16,LB Châteauroux,AJ Auxerre,1,1
2012-11-30,ligue-2,16,Angers SCO,Nîmes Olympique,0,0
2012-11-30,ligue-1,15,AC Ajaccio,AS Saint-Étienne,0,0
2012-12-01,national,16,Étoile FC,Amiens SC,2,0
2012-12-01,national,16,Le Poiré-sur-Vie VF,AS Cherbourg,3,0
2012-12-01,national,16,ES Uzès Pont du Gard,FC Bourg-Péronnas,1,0
2012-12-01,ligue-2,16,Gazélec FC Ajaccio,Clermont Foot 63,0,1
2012-12-01,ligue-1,15,Valenciennes FC,Stade de Reims,1,0
2012-12-01,ligue-2,16,Dijon FCO,SM Caen,1,0
2012-12-01,ligue-1,15,Lille OSC,SC Bastia,0,0
2012-12-01,ligue-1,15,Girondins Bordeaux,FC Sochaux,2,2
2012-12-01,ligue-1,15,Évian Thonon Gaillard,AS Nancy Lorraine,1,1
2012-12-01,ligue-1,15,Olympique Lyonnais,Montpellier HSC,1,0
2012-12-01,ligue-1,15,OGC Nice,Paris Saint-Germain,2,1
2012-12-02,ligue-1,15,Stade Brestois 29,Olympique Marseille,1,2
2012-12-02,ligue-1,15,ESTAC Troyes,Stade Rennais,2,3
2012-12-02,ligue-1,15,FC Lorient,Toulouse FC,1,0
2012-12-03,ligue-2,16,EA Guingamp,FC Istres,1,0
2012-12-07,ligue-1,16,Toulouse FC,SC Bastia,0,0
2012-12-08,ligue-1,16,Stade Rennais,Stade Brestois 29,2,2
2012-12-08,national,13,Étoile FC,ES Uzès Pont du Gard,0,1
2012-12-08,ligue-1,16,Montpellier HSC,AC Ajaccio,3,0
2012-12-08,ligue-1,16,FC Sochaux,Lille OSC,1,1
2012-12-08,ligue-1,16,ESTAC Troyes,OGC Nice,1,1
2012-12-08,ligue-1,16,AS Nancy Lorraine,Valenciennes FC,1,1
2012-12-08,ligue-1,16,Paris Saint-Germain,Évian Thonon Gaillard,4,0
2012-12-09,ligue-1,16,Stade de Reims,Girondins Bordeaux,0,0
2012-12-09,ligue-1,16,Olympique Marseille,FC Lorient,0,3
2012-12-09,ligue-1,16,AS Saint-Étienne,Olympique Lyonnais,0,1
2012-12-10,ligue-2,17,Clermont Foot 63,FC Nantes,0,1
2012-12-11,ligue-2,17,Tours FC,RC Lens,0,0
2012-12-11,ligue-2,17,Nîmes Olympique,LB Châteauroux,2,0
2012-12-11,ligue-2,17,Le Mans FC,Gazélec FC Ajaccio,1,0
2012-12-11,ligue-2,17,Stade Lavallois,Angers SCO,1,4
2012-12-11,ligue-2,17,FC Istres,Havre AC,3,0
2012-12-11,ligue-2,17,EA Guingamp,AC Arles-Avignon,0,0
2012-12-11,ligue-2,17,SM Caen,AS Monaco,3,0
2012-12-11,ligue-2,17,AJ Auxerre,Chamois Niortais,4,2
2012-12-11,ligue-1,17,Lille OSC,Toulouse FC,2,0
2012-12-11,ligue-1,17,Valenciennes FC,Paris Saint-Germain,0,4
2012-12-11,ligue-1,17,OGC Nice,Stade Rennais,1,0
2012-12-12,ligue-1,17,AC Ajaccio,Stade de Reims,2,0
2012-12-12,ligue-1,17,Évian Thonon Gaillard,ESTAC Troyes,2,0
2012-12-12,ligue-1,17,FC Lorient,FC Sochaux,2,0
2012-12-12,ligue-1,17,Olympique Lyonnais,AS Nancy Lorraine,1,1
2012-12-12,ligue-1,17,Stade Brestois 29,Montpellier HSC,1,2
2012-12-12,ligue-1,17,SC Bastia,Olympique Marseille,1,2
2012-12-13,ligue-1,17,Girondins Bordeaux,AS Saint-Étienne,0,0
2012-12-14,national,17,Red Star FC,US Créteil-Lusitanos,0,1
2012-12-14,national,17,FC Rouen 1899,US Quevilly-Rouen,1,0
2012-12-14,national,17,Amiens SC,Le Poiré-sur-Vie VF,3,0
2012-12-14,national,17,US Orléans,Vannes OC,0,1
2012-12-14,national,17,Paris FC,Luzenac Ariège Pyrénées,2,2
2012-12-14,ligue-2,18,AC Arles-Avignon,Tours FC,2,2
2012-12-14,national,17,USJA Carquefou,Étoile FC,2,1
2012-12-14,ligue-2,18,AS Monaco,Nîmes Olympique,1,1
2012-12-14,ligue-2,18,Havre AC,Le Mans FC,1,0
2012-12-14,ligue-2,18,Gazélec FC Ajaccio,Stade Lavallois,3,1
2012-12-14,ligue-2,18,LB Châteauroux,Clermont Foot 63,0,0
2012-12-14,ligue-2,18,Angers SCO,AJ Auxerre,2,1
2012-12-14,ligue-1,18,Stade Rennais,Valenciennes FC,2,0
2012-12-15,ligue-2,18,Dijon FCO,FC Istres,3,1
2012-12-15,ligue-1,18,Stade de Reims,Lille OSC,1,1
2012-12-15,ligue-1,18,OGC Nice,Évian Thonon Gaillard,3,2
2012-12-15,ligue-2,18,FC Nantes,SM Caen,2,1
2012-12-15,ligue-1,18,FC Sochaux,Stade Brestois 29,1,2
2012-12-15,ligue-1,18,ESTAC Troyes,AC Ajaccio,3,2
2012-12-15,ligue-1,18,Toulouse FC,Olympique Marseille,0,1
2012-12-15,ligue-1,18,Montpellier HSC,SC Bastia,4,0
2012-12-16,ligue-1,18,AS Nancy Lorraine,Girondins Bordeaux,1,1
2012-12-16,ligue-1,18,AS Saint-Étienne,FC Lorient,0,2
2012-12-16,ligue-1,18,Paris Saint-Germain,Olympique Lyonnais,1,0
2012-12-17,ligue-2,18,RC Lens,EA Guingamp,1,1
2012-12-18,ligue-2,18,Chamois Niortais,CS Sedan,1,3
2012-12-19,national,18,SAS Épinal,SR Colmar,1,3
2012-12-21,national,18,FC Metz,US Orléans,2,4
2012-12-21,national,18,Le Poiré-sur-Vie VF,US Boulogne,2,1
2012-12-21,national,18,Vannes OC,AS Cherbourg,1,2
2012-12-21,national,18,Luzenac Ariège Pyrénées,CA Bastia,1,1
2012-12-21,national,18,US Créteil-Lusitanos,FC Rouen 1899,1,0
2012-12-21,national,18,Étoile FC,FC Bourg-Péronnas,0,1
2012-12-21,national,18,Amiens SC,USJA Carquefou,1,1
2012-12-21,ligue-2,19,Tours FC,Angers SCO,1,2
2012-12-21,national,18,US Quevilly-Rouen,Paris FC,2,2
2012-12-21,ligue-2,19,Stade Lavallois,Havre AC,1,2
2012-12-21,ligue-2,19,FC Istres,RC Lens,2,2
2012-12-21,ligue-2,19,EA Guingamp,Gazélec FC Ajaccio,0,0
2012-12-21,ligue-2,19,Clermont Foot 63,AJ Auxerre,1,2
2012-12-21,ligue-2,19,SM Caen,LB Châteauroux,1,0
2012-12-21,ligue-2,19,AC Arles-Avignon,Dijon FCO,1,1
2012-12-21,ligue-1,19,Stade Brestois 29,Paris Saint-Germain,0,3
2012-12-21,ligue-2,19,Nîmes Olympique,Chamois Niortais,3,1
2012-12-22,ligue-2,19,Le Mans FC,AS Monaco,2,3
2012-12-22,national,18,ES Uzès Pont du Gard,Red Star FC,2,1
2012-12-22,ligue-1,19,SC Bastia,AS Nancy Lorraine,4,2
2012-12-22,ligue-1,19,Olympique Lyonnais,OGC Nice,3,0
2012-12-22,ligue-1,19,FC Lorient,Stade de Reims,2,2
2012-12-22,ligue-1,19,AC Ajaccio,Stade Rennais,2,4
2012-12-22,ligue-1,19,Lille OSC,Montpellier HSC,4,1
2012-12-22,ligue-1,19,Girondins Bordeaux,ESTAC Troyes,0,0
2012-12-23,ligue-1,19,Valenciennes FC,Évian Thonon Gaillard,2,1
2012-12-23,ligue-1,19,Toulouse FC,FC Sochaux,2,0
2012-12-23,ligue-1,19,Olympique Marseille,AS Saint-Étienne,1,0
2012-12-23,ligue-2,19,CS Sedan,FC Nantes,0,0
2013-01-05,national,17,SR Colmar,ES Uzès Pont du Gard,1,1
2013-01-08,national,17,AS Cherbourg,US Boulogne,0,3
2013-01-09,national,17,CA Bastia,FC Metz,2,1
2013-01-11,ligue-2,20,FC Nantes,Nîmes Olympique,1,2
2013-01-11,ligue-2,20,Chamois Niortais,Tours FC,3,1
2013-01-11,ligue-2,20,RC Lens,AC Arles-Avignon,0,0
2013-01-11,national,19,SR Colmar,Étoile FC,0,1
2013-01-11,national,19,US Orléans,Luzenac Ariège Pyrénées,1,0
2013-01-11,national,19,FC Bourg-Péronnas,Amiens SC,0,2
2013-01-11,ligue-2,20,Havre AC,EA Guingamp,0,1
2013-01-11,ligue-2,20,Dijon FCO,Le Mans FC,3,0
2013-01-11,ligue-2,20,Gazélec FC Ajaccio,FC Istres,3,2
2013-01-11,ligue-2,20,LB Châteauroux,CS Sedan,1,1
2013-01-11,ligue-2,20,Angers SCO,Clermont Foot 63,1,2
2013-01-11,ligue-1,20,Paris Saint-Germain,AC Ajaccio,0,0
2013-01-11,ligue-1,20,AS Saint-Étienne,Toulouse FC,2,2
2013-01-12,national,19,FC Rouen 1899,ES Uzès Pont du Gard,3,0
2013-01-12,national,19,Red Star FC,SAS Épinal,2,0
2013-01-12,national,19,US Boulogne,Vannes OC,0,3
2013-01-12,national,19,AS Cherbourg,FC Metz,1,2
2013-01-12,national,19,Le Poiré-sur-Vie VF,USJA Carquefou,3,1
2013-01-12,national,19,Paris FC,US Créteil-Lusitanos,0,3
2013-01-12,national,19,CA Bastia,US Quevilly-Rouen,1,1
2013-01-12,ligue-1,20,Stade Rennais,Girondins Bordeaux,0,2
2013-01-12,ligue-1,20,Montpellier HSC,FC Lorient,2,0
2013-01-12,ligue-1,20,Évian Thonon Gaillard,Stade Brestois 29,0,2
2013-01-12,ligue-1,20,AS Nancy Lorraine,Lille OSC,2,2
2013-01-12,ligue-1,20,ESTAC Troyes,Olympique Lyonnais,1,2
2013-01-12,ligue-2,20,AJ Auxerre,SM Caen,1,2
2013-01-13,ligue-1,20,Stade de Reims,SC Bastia,1,2
2013-01-13,ligue-1,20,OGC Nice,Valenciennes FC,5,0
2013-01-13,ligue-1,20,FC Sochaux,Olympique Marseille,3,1
2013-01-14,ligue-2,20,AS Monaco,Stade Lavallois,1,1
2013-01-18,ligue-2,21,Le Mans FC,LB Châteauroux,2,0
2013-01-18,national,20,FC Metz,Vannes OC,1,1
2013-01-18,ligue-2,21,Tours FC,Dijon FCO,3,1
2013-01-18,ligue-2,21,Nîmes Olympique,Clermont Foot 63,3,0
2013-01-18,ligue-2,21,FC Istres,AS Monaco,0,2
2013-01-18,ligue-1,21,Olympique Lyonnais,Évian Thonon Gaillard,0,0
2013-01-18,ligue-2,21,AC Arles-Avignon,Gazélec FC Ajaccio,1,0
2013-01-18,ligue-2,21,Havre AC,RC Lens,2,2
2013-01-18,ligue-2,21,SM Caen,Chamois Niortais,0,1
2013-01-19,national,20,ES Uzès Pont du Gard,CA Bastia,1,0
2013-01-19,ligue-2,21,Stade Lavallois,FC Nantes,0,0
2013-01-19,ligue-1,21,Stade Brestois 29,AS Saint-Étienne,0,1
2013-01-19,ligue-1,21,Toulouse FC,AS Nancy Lorraine,2,1
2013-01-19,ligue-1,21,AC Ajaccio,Valenciennes FC,1,1
2013-01-19,ligue-1,21,Olympique Marseille,Montpellier HSC,3,2
2013-01-19,ligue-1,21,FC Sochaux,Stade de Reims,1,0
2013-01-19,ligue-1,21,FC Lorient,ESTAC Troyes,3,2
2013-01-20,ligue-1,21,SC Bastia,Stade Rennais,0,2
2013-01-20,ligue-1,21,Lille OSC,OGC Nice,0,2
2013-01-20,ligue-1,21,Girondins Bordeaux,Paris Saint-Germain,0,1
2013-01-25,ligue-2,22,Clermont Foot 63,SM Caen,0,0
2013-01-25,national,21,AS Cherbourg,US Créteil-Lusitanos,0,0
2013-01-25,ligue-2,22,Nîmes Olympique,CS Sedan,2,1
2013-01-25,ligue-2,22,Chamois Niortais,Stade Lavallois,0,0
2013-01-25,national,21,Vannes OC,Luzenac Ariège Pyrénées,3,0
2013-01-25,ligue-2,22,Gazélec FC Ajaccio,Havre AC,0,1
2013-01-25,ligue-2,22,AJ Auxerre,Le Mans FC,1,1
2013-01-25,ligue-2,22,Angers SCO,AC Arles-Avignon,2,0
2013-01-25,ligue-1,22,Valenciennes FC,Olympique Lyonnais,0,2
2013-01-25,ligue-2,22,FC Nantes,Tours FC,3,1
2013-01-26,national,21,CA Bastia,SAS Épinal,2,1
2013-01-26,ligue-2,22,AS Monaco,EA Guingamp,2,2
2013-01-26,national,21,Red Star FC,USJA Carquefou,2,1
2013-01-26,national,21,Le Poiré-sur-Vie VF,FC Metz,1,1
2013-01-26,ligue-2,22,LB Châteauroux,FC Istres,2,0
2013-01-26,ligue-1,22,Stade de Reims,Toulouse FC,1,1
2013-01-26,ligue-1,22,Montpellier HSC,FC Sochaux,2,0
2013-01-26,ligue-1,22,Évian Thonon Gaillard,AC Ajaccio,1,1
2013-01-26,ligue-1,22,ESTAC Troyes,Stade Brestois 29,2,1
2013-01-26,ligue-1,22,AS Nancy Lorraine,FC Lorient,2,1
2013-01-26,ligue-1,22,Stade Rennais,Olympique Marseille,2,2
2013-01-27,ligue-1,22,AS Saint-Étienne,SC Bastia,3,0
2013-01-27,ligue-1,22,OGC Nice,Girondins Bordeaux,0,1
2013-01-27,ligue-1,22,Paris Saint-Germain,Lille OSC,1,0
2013-01-28,ligue-2,22,Dijon FCO,RC Lens,2,1
2013-02-01,national,22,SR Colmar,Le Poiré-sur-Vie VF,1,0
2013-02-01,national,22,US Créteil-Lusitanos,US Boulogne,2,1
2013-02-01,national,22,Amiens SC,Paris FC,3,2
2013-02-01,national,22,FC Bourg-Péronnas,Red Star FC,0,0
2013-02-01,national,22,US Quevilly-Rouen,Vannes OC,0,5
2013-02-01,ligue-2,23,Tours FC,LB Châteauroux,3,1
2013-02-01,ligue-2,23,CS Sedan,Clermont Foot 63,1,1
2013-02-01,ligue-2,23,EA Guingamp,Chamois Niortais,4,3
2013-02-01,ligue-2,23,FC Istres,Angers SCO,0,0
2013-02-01,ligue-2,23,SM Caen,Nîmes Olympique,1,0
2013-02-01,ligue-2,23,RC Lens,Gazélec FC Ajaccio,2,0
2013-02-01,ligue-2,23,Havre AC,Dijon FCO,3,0
2013-02-01,ligue-1,23,Toulouse FC,Paris Saint-Germain,0,4
2013-02-01,ligue-2,23,Stade Lavallois,AJ Auxerre,4,5
2013-02-02,ligue-2,23,Le Mans FC,FC Nantes,0,3
2013-02-02,national,22,Luzenac Ariège Pyrénées,FC Metz,2,2
2013-02-02,national,22,ES Uzès Pont du Gard,AS Cherbourg,1,1
2013-02-02,ligue-1,23,SC Bastia,Évian Thonon Gaillard,0,0
2013-02-02,ligue-1,23,Stade Brestois 29,OGC Nice,0,2
2013-02-02,ligue-1,23,Girondins Bordeaux,Valenciennes FC,2,0
2013-02-02,ligue-1,23,FC Sochaux,AS Saint-Étienne,1,2
2013-02-02,ligue-1,23,FC Lorient,Stade Rennais,2,2
2013-02-02,ligue-1,23,Lille OSC,ESTAC Troyes,1,1
2013-02-03,ligue-1,23,AC Ajaccio,Olympique Lyonnais,3,1
2013-02-03,ligue-1,23,Montpellier HSC,Stade de Reims,3,1
2013-02-03,ligue-1,23,Olympique Marseille,AS Nancy Lorraine,0,1
2013-02-04,ligue-2,23,AC Arles-Avignon,AS Monaco,0,2
2013-02-05,ligue-2,21,EA Guingamp,Angers SCO,2,1
2013-02-05,national,17,FC Bourg-Péronnas,SAS Épinal,2,1
2013-02-05,national,20,Amiens SC,Red Star FC,1,0
2013-02-08,national,23,Paris FC,USJA Carquefou,0,0
2013-02-08,national,23,US Orléans,Étoile FC,4,1
2013-02-08,ligue-2,24,Gazélec FC Ajaccio,Dijon FCO,0,2
2013-02-08,national,23,FC Metz,US Quevilly-Rouen,2,0
2013-02-08,ligue-2,24,Nîmes Olympique,Stade Lavallois,3,0
2013-02-08,national,23,Vannes OC,US Créteil-Lusitanos,2,2
2013-02-08,ligue-2,24,Clermont Foot 63,Le Mans FC,1,1
2013-02-08,ligue-2,24,AJ Auxerre,Tours FC,3,2
2013-02-08,ligue-2,24,Chamois Niortais,FC Istres,0,0
2013-02-08,ligue-2,24,AS Monaco,Havre AC,2,1
2013-02-08,ligue-2,24,LB Châteauroux,EA Guingamp,3,1
2013-02-08,ligue-1,24,Paris Saint-Germain,SC Bastia,3,1
2013-02-08,ligue-2,24,SM Caen,CS Sedan,2,0
2013-02-09,national,23,AS Cherbourg,SAS Épinal,2,2
2013-02-09,national,23,US Boulogne,ES Uzès Pont du Gard,2,2
2013-02-09,national,23,Le Poiré-sur-Vie VF,Luzenac Ariège Pyrénées,1,1
2013-02-09,national,23,Red Star FC,SR Colmar,3,0
2013-02-09,national,23,FC Rouen 1899,FC Bourg-Péronnas,1,0
2013-02-09,national,23,CA Bastia,Amiens SC,1,0
2013-02-09,ligue-2,24,FC Nantes,AC Arles-Avignon,1,1
2013-02-09,ligue-1,24,Valenciennes FC,Stade Brestois 29,2,1
2013-02-09,ligue-1,24,OGC Nice,FC Lorient,1,1
2013-02-09,ligue-1,24,ESTAC Troyes,FC Sochaux,0,0
2013-02-09,ligue-1,24,AS Nancy Lorraine,Stade de Reims,1,2
2013-02-09,ligue-1,24,AC Ajaccio,Girondins Bordeaux,1,0
2013-02-09,ligue-1,24,AS Saint-Étienne,Montpellier HSC,4,1
2013-02-10,ligue-1,24,Évian Thonon Gaillard,Olympique Marseille,1,1
2013-02-10,ligue-1,24,Stade Rennais,Toulouse FC,2,0
2013-02-10,ligue-1,24,Olympique Lyonnais,Lille OSC,1,3
2013-02-11,ligue-2,24,Angers SCO,RC Lens,3,2
2013-02-12,ligue-2,17,CS Sedan,Dijon FCO,0,1
2013-02-12,national,20,US Quevilly-Rouen,AS Cherbourg,0,0
2013-02-13,national,21,Paris FC,Étoile FC,1,2
2013-02-15,national,24,Red Star FC,Le Poiré-sur-Vie VF,0,1
2013-02-15,national,24,US Créteil-Lusitanos,FC Metz,2,0
2013-02-15,national,24,Amiens SC,US Orléans,3,0
2013-02-15,national,24,USJA Carquefou,CA Bastia,5,0
2013-02-15,national,24,US Quevilly-Rouen,Luzenac Ariège Pyrénées,1,2
2013-02-15,ligue-2,25,Tours FC,Clermont Foot 63,2,1
2013-02-15,ligue-2,25,Le Mans FC,SM Caen,1,1
2013-02-15,ligue-2,25,Havre AC,Angers SCO,2,1
2013-02-15,ligue-2,25,FC Istres,AJ Auxerre,0,3
2013-02-15,ligue-2,25,AC Arles-Avignon,Chamois Niortais,0,1
2013-02-15,ligue-2,25,RC Lens,LB Châteauroux,4,3
2013-02-15,ligue-2,25,Gazélec FC Ajaccio,Nîmes Olympique,2,3
2013-02-15,ligue-1,25,Lille OSC,Stade Rennais,2,0
2013-02-15,ligue-2,25,Stade Lavallois,CS Sedan,3,0
2013-02-16,ligue-2,25,EA Guingamp,FC Nantes,2,1
2013-02-16,national,24,Étoile FC,AS Cherbourg,2,2
2013-02-16,national,24,FC Bourg-Péronnas,Paris FC,1,1
2013-02-16,national,24,ES Uzès Pont du Gard,Vannes OC,0,0
2013-02-16,ligue-1,25,Toulouse FC,ESTAC Troyes,2,2
2013-02-16,ligue-1,25,Montpellier HSC,AS Nancy Lorraine,1,0
2013-02-16,ligue-1,25,SC Bastia,OGC Nice,0,1
2013-02-16,ligue-1,25,Stade Brestois 29,AC Ajaccio,1,1
2013-02-16,ligue-1,25,FC Lorient,Évian Thonon Gaillard,2,1
2013-02-16,ligue-1,25,Olympique Marseille,Valenciennes FC,1,0
2013-02-17,ligue-1,25,Girondins Bordeaux,Olympique Lyonnais,0,4
2013-02-17,ligue-1,25,Stade de Reims,AS Saint-Étienne,1,1
2013-02-17,ligue-1,25,FC Sochaux,Paris Saint-Germain,3,2
2013-02-18,ligue-2,25,Dijon FCO,AS Monaco,0,2
2013-02-19,national,20,US Créteil-Lusitanos,US Orléans,1,2
2013-02-19,national,20,FC Bourg-Péronnas,Le Poiré-sur-Vie VF,0,2
2013-02-22,national,25,US Boulogne,Étoile FC,0,1
2013-02-22,national,25,Paris FC,SR Colmar,2,1
2013-02-22,national,25,FC Rouen 1899,Red Star FC,2,0
2013-02-22,national,25,AS Cherbourg,Amiens SC,0,3
2013-02-22,national,25,US Orléans,USJA Carquefou,1,2
2013-02-22,ligue-2,26,CS Sedan,Tours FC,1,1
2013-02-22,ligue-2,26,Nîmes Olympique,FC Istres,1,0
2013-02-22,ligue-2,26,AJ Auxerre,EA Guingamp,2,1
2013-02-22,ligue-2,26,SM Caen,Stade Lavallois,2,1
2013-02-22,ligue-2,26,Chamois Niortais,Le Mans FC,2,3
2013-02-22,ligue-2,26,LB Châteauroux,AC Arles-Avignon,2,0
2013-02-22,ligue-2,26,Angers SCO,Gazélec FC Ajaccio,1,0
2013-02-22,ligue-1,26,OGC Nice,Stade de Reims,2,0
2013-02-22,national,25,Luzenac Ariège Pyrénées,US Créteil-Lusitanos,0,0
2013-02-22,ligue-2,26,Clermont Foot 63,Dijon FCO,0,0
2013-02-23,national,25,Le Poiré-sur-Vie VF,US Quevilly-Rouen,3,1
2013-02-23,ligue-2,26,FC Nantes,Havre AC,2,0
2013-02-23,national,25,Vannes OC,SAS Épinal,2,0
2013-02-23,national,25,FC Metz,ES Uzès Pont du Gard,3,0
2013-02-23,ligue-1,26,Valenciennes FC,Toulouse FC,0,0
2013-02-23,ligue-1,26,AC Ajaccio,Lille OSC,1,3
2013-02-23,ligue-1,26,ESTAC Troyes,SC Bastia,0,0
2013-02-23,ligue-1,26,Stade Rennais,FC Sochaux,2,2
2013-02-23,ligue-1,26,Évian Thonon Gaillard,Montpellier HSC,0,1
2013-02-23,ligue-1,26,AS Nancy Lorraine,AS Saint-Étienne,0,3
2013-02-24,ligue-1,26,Olympique Lyonnais,FC Lorient,3,1
2013-02-24,ligue-1,26,Girondins Bordeaux,Stade Brestois 29,0,2
2013-02-24,ligue-1,26,Paris Saint-Germain,Olympique Marseille,2,0
2013-02-25,ligue-2,26,AS Monaco,RC Lens,2,1
2013-02-26,ligue-2,21,CS Sedan,AJ Auxerre,1,0
2013-02-26,national,20,USJA Carquefou,SR Colmar,3,2
2013-03-01,national,26,US Créteil-Lusitanos,US Quevilly-Rouen,3,0
2013-03-01,national,26,Red Star FC,Paris FC,2,0
2013-03-01,national,26,Amiens SC,US Boulogne,0,2
